epoch,lr,loss,iou,val_loss,val_iou,val_dice,SE,PC,F1,AAC,best
34,0.001,0.18251039442561923,0.7744641667482683,0.18463537593682608,0.7763556386901254,0.873987328638654,0.8515402849659247,0.8979417814976612,0.8739868290159901,0.9814746432834202,False
35,0.001,0.18602514834631056,0.7712751828033307,0.18301307559013366,0.7730885334900818,0.8719179082343126,0.8323946825666682,0.9156317797368477,0.8719174093788984,0.981552971733941,False
36,0.001,0.1838712563117345,0.7745311661039302,0.18093497620688545,0.7768053678226571,0.874282692358758,0.8707031520316186,0.8781513852024966,0.8742821923867155,0.9811065673828125,False
37,0.001,0.18305766170933133,0.774491210033588,0.18233907322088877,0.7748058142368899,0.8729982505188381,0.850409695073549,0.8971854363021641,0.8729977509231279,0.9813423156738281,False
38,0.001,0.18684827912421453,0.7699327308900514,0.18102808097998302,0.7765075150354727,0.8740985811281837,0.870277679382592,0.8781568335686848,0.8740980811410154,0.9810855441623264,False
39,0.001,0.1841530782835824,0.7734136130698483,0.18001977403958638,0.7780915870300245,0.8750958226939001,0.8648289078009553,0.8858750257328801,0.8750953227856284,0.9813741895887587,False
40,0.001,0.18216671007020133,0.7756248535107898,0.1797376020087136,0.7782034222759409,0.8751627051504818,0.861962280177414,0.8890090799713198,0.8751622052803967,0.9814519246419271,False
41,0.001,0.18231480164187294,0.775054345569481,0.1805393033557468,0.7770657742082123,0.8744442288774003,0.8552742011196064,0.8947545878513995,0.8744437291486497,0.9814693874782986,False
42,0.001,0.18300214863958814,0.7747804824734762,0.17899209128485785,0.778948757618301,0.8756331169161098,0.8581159770436092,0.8941442250465599,0.8756326171456789,0.9816172281901042,True
43,0.001,0.1833326166584378,0.7736380830406294,0.1814771271414227,0.7764348868009723,0.8740379273934025,0.8551079327642797,0.8940816848698339,0.8740374276579579,0.9814138624403211,False
44,0.001,0.1816677838563919,0.776170903288105,0.18203925655947792,0.7743947233462956,0.872746783516173,0.8409455761892214,0.9072959420056533,0.8727462842479887,0.981500752766927,False
45,0.001,0.18280807591619946,0.7745344895539742,0.18200754324595134,0.7761413691749637,0.8738735578920495,0.8760036382092707,0.8719759228945977,0.8738730579034044,0.9809160868326823,False
46,0.001,0.18254678220975967,0.7751271258541638,0.18606089486016167,0.7718837054472758,0.8711686972196704,0.885337723559579,0.8576539799987526,0.8711681973519183,0.9802424960666233,False
47,0.001,0.18373434444268544,0.7740887665933913,0.18878479732407463,0.7691167436778859,0.869396577987595,0.8895545121321224,0.8503495860135737,0.8693960782511155,0.9798372056749132,False
48,0.001,0.18441199177787418,0.7730864016613459,0.1844108780225118,0.7733515778123818,0.8720974868474536,0.8826905523915302,0.8620842297551962,0.8720969869584391,0.9804634094238281,False
49,0.001,0.1857065579720906,0.7713559280931593,0.1860702140463723,0.7712157563760974,0.8707359137708269,0.873130509762961,0.8686163996752632,0.8707354137940126,0.9804397583007812,False
