epoch,lr,loss,iou,val_loss,val_iou,val_dice,SE,PC,F1,AAC,best
0,0.001,0.3130489433497454,0.6268424102847612,0.3463033266556569,0.6183446304608976,0.7592834528345596,0.7733520292559631,0.7606495730347369,0.7592829578965599,0.9551393166566506,True
1,0.001,0.3004607051874684,0.6531321629917172,0.3511913197926986,0.6007367772772506,0.7458700419395586,0.7801445757505607,0.7319578725645663,0.7458695488831975,0.9516825358072917,False
2,0.001,0.2989041407023911,0.6379785593551525,0.3392596810291975,0.6074534577617637,0.7507585041821334,0.7891005305316234,0.7270977968846349,0.7507580092453456,0.9523470365084135,False
3,0.001,0.28832319563469,0.6548536096569583,0.3253669854922172,0.6290231952199359,0.7678537582650807,0.7494257143937926,0.8033830467823382,0.7678532638584106,0.9584522736378205,True
4,0.001,0.280991314918594,0.6607059701831177,0.3415787097735283,0.6230652174068398,0.7623072728003194,0.7236978486260208,0.8213914285702808,0.7623067795691842,0.9586097130408654,False
5,0.001,0.2990121910002379,0.6387997937448684,0.383666475995993,0.5708638474995464,0.7213525309114943,0.8072911619521865,0.6668845473243852,0.7213520423023907,0.9430459829477164,False
6,0.001,0.30061242564589574,0.6323288056339306,0.3378214243130806,0.6135643610700695,0.7545679956213835,0.801095174062341,0.7260666189830951,0.7545675017141562,0.9522597092848558,False
7,0.001,0.28427095157382765,0.6582667880157741,0.36505742554481213,0.591381975750866,0.7382108188981392,0.8626926726082735,0.6538239694916055,0.7382103328196572,0.9432205591446314,False
8,0.001,0.28984721664306334,0.6507199611147012,0.3376660242294654,0.6102656607774425,0.7527460731932544,0.7339385453095832,0.7922903712246612,0.7527455802239854,0.9561988243689904,False
9,0.001,0.2952729897425238,0.6559016542591112,0.3389063501969362,0.6145945654609283,0.7553977578865319,0.7583517194196994,0.7719994326138068,0.7553972644798785,0.9548484606620593,False
10,0.001,0.2794703468021038,0.6684070489642108,0.3392205560818697,0.6118037575309935,0.7531396997257264,0.7962921754747091,0.7305200495520684,0.7531392069898749,0.9530699118589744,False
11,0.001,0.27815186990573343,0.6657742402380423,0.3361975220533518,0.6118872920446637,0.7526083267467951,0.8343530643817194,0.6955442516531423,0.7526078352288438,0.9493202405098157,False
12,0.001,0.2762635881658149,0.6714503261125642,0.3112922028853343,0.6426746974527804,0.7763333054062028,0.810304640611824,0.7588186742354806,0.7763328109777575,0.9578595283703927,True
13,0.001,0.2936420005507174,0.6429653111677541,0.35199582683734404,0.6010685130379934,0.7446286610654866,0.7625198195825919,0.7398267508331057,0.7446281654754157,0.9517378586989182,False
14,0.001,0.2871114044590334,0.6441684789980361,0.3707199131831145,0.604509970120387,0.7467268701663599,0.8671292015244682,0.6664699049968731,0.7467263841979075,0.9453480255909456,False
15,0.001,0.2630054953351485,0.67729783878216,0.3387634956683868,0.6221632037081074,0.7617192617973364,0.791575176818565,0.7488318712574739,0.7617187676546546,0.9539571908804086,False
16,0.001,0.27185538753999017,0.6700876137125511,0.33521038851676843,0.6216825144359935,0.7618601175606314,0.8733741760957887,0.6842487887996999,0.7618596290037049,0.9496529603615785,False
17,0.001,0.27028320030828495,0.667988403230418,0.3738899357807942,0.5786964915689801,0.7267349094646905,0.8327709162359189,0.658903694670158,0.7267344229620444,0.9442115196814904,False
18,0.001,0.2895184938622787,0.6389007528253186,0.33563057153652875,0.6159023294095625,0.7562669814292879,0.8423431757990802,0.6982530984295998,0.7562664912025346,0.9505101130558894,False
19,0.001,0.26200761995484345,0.6813914211338901,0.32000446441846014,0.637654000624203,0.7724657070987077,0.7855526288521328,0.7776212818261058,0.7724652131722666,0.9575333815354568,False
20,0.001,0.2616642699041198,0.6841812875544768,0.32258314681358824,0.635289428611595,0.770467849360522,0.795431778961282,0.7594024756770109,0.7704673543080978,0.9566518147786458,False
21,0.001,0.2657784242018134,0.6770676440342174,0.32175799310207365,0.6261346477187355,0.7639985056500394,0.7952432530168472,0.7452065120063843,0.7639980099683826,0.9546798314803686,False
22,0.001,0.26483753297181256,0.6789598418503971,0.34812479745119046,0.616257173813241,0.7562249164962356,0.7342190639172034,0.8012311214222274,0.7562244242365623,0.9555787697816507,False
